date,country,mportret,mportretx
20141230,SWITZERLAND,-0.008577453,-0.008641645
20150130,SWITZERLAND,-0.063870021,-0.063925702
20150227,SWITZERLAND,0.0847009774,0.0843908382
20150331,SWITZERLAND,0.0191384947,0.0112865679
20150430,SWITZERLAND,0.0071159769,-0.007118317
20150529,SWITZERLAND,0.0168960461,0.0112584834
20150630,SWITZERLAND,-0.046318588,-0.046903564
20150731,SWITZERLAND,0.0777880851,0.0775076627
20150831,SWITZERLAND,-0.057285984,-0.057471096
20150930,SWITZERLAND,-0.04402455,-0.044698612
20151030,SWITZERLAND,0.0404556171,0.0404121518
20151130,SWITZERLAND,0.0263702917,0.0263702917
20151230,SWITZERLAND,-0.020771377,-0.02078957
20160129,SWITZERLAND,-0.065293883,-0.065331825
20160229,SWITZERLAND,-0.031298326,-0.036255284
20160331,SWITZERLAND,0.0121624969,0.0104519124
20160429,SWITZERLAND,0.0209401792,0.0085373401
20160531,SWITZERLAND,0.0239933406,0.0209561977
20160630,SWITZERLAND,-0.014334364,-0.014448162
20160729,SWITZERLAND,0.0194710874,0.0182598677
20160831,SWITZERLAND,0.0117805921,0.0114909971
20160930,SWITZERLAND,-0.001843547,-0.002469853
20161031,SWITZERLAND,-0.023899014,-0.02394048
20161130,SWITZERLAND,0.0104067669,0.0104067669
20161230,SWITZERLAND,0.0304136529,0.0303947613
20170131,SWITZERLAND,0.0088331052,0.008800281
20170228,SWITZERLAND,0.0245324613,0.0244797463
20170331,SWITZERLAND,0.0234423549,0.0152396402
20170428,SWITZERLAND,0.0313432465,0.0216834612
20170531,SWITZERLAND,0.0203068917,0.0152474434
20170630,SWITZERLAND,0.003496033,0.0028707046
20170731,SWITZERLAND,0.0135505714,0.0134882539
20170831,SWITZERLAND,-0.01188846,-0.012116246
20170929,SWITZERLAND,0.0249436184,0.0243302497
20171030,SWITZERLAND,0.0157130834,0.0156794547
20171130,SWITZERLAND,-0.00076548,-0.00076548
20171229,SWITZERLAND,0.0051796522,0.0051630199
20180131,SWITZERLAND,0.0076214427,0.0076214427
20180228,SWITZERLAND,-0.037622012,-0.037662003
20180329,SWITZERLAND,-0.010373379,-0.016610328
20180430,SWITZERLAND,0.0284501757,0.0169692671
20180531,SWITZERLAND,-0.027492941,-0.031895619
20180629,SWITZERLAND,0.0189561899,0.018782865
20180731,SWITZERLAND,0.043364012,0.0432294806
20180831,SWITZERLAND,-0.014485066,-0.015068501
20180928,SWITZERLAND,0.0026187632,0.0018546457
20181031,SWITZERLAND,-0.02073547,-0.020780005
20181130,SWITZERLAND,-0.003743964,-0.003743964
20181228,SWITZERLAND,-0.044145905,-0.044145905
20190131,SWITZERLAND,0.0646766009,0.0645718117
20190228,SWITZERLAND,0.0417832222,0.0417832222
20190329,SWITZERLAND,0.0154156274,0.0087332035
20020228,CHILE,0.0028907233,0.0028907233
20020328,CHILE,-0.032083058,-0.039503768
20020430,CHILE,-0.017886415,-0.020963815
20020531,CHILE,-0.005742117,-0.018136038
20020628,CHILE,-0.043387013,-0.043436241
20020731,CHILE,0.0112850315,0.0106956186
20020830,CHILE,-0.002672675,-0.003726864
20020930,CHILE,-0.070428346,-0.07064927
20021031,CHILE,0.0200462997,0.0186081605
20021129,CHILE,0.014496223,0.0134628133
20021227,CHILE,0.0547119029,0.0517209702
20030131,CHILE,-0.002838143,-0.005435717
20030228,CHILE,0.0238464488,0.0238464488
20030331,CHILE,0.0028614436,-0.00239592
20030430,CHILE,0.1447075501,0.1416976627
20030530,CHILE,0.0524820362,0.0394207734
20030630,CHILE,0.0077391124,0.0077391124
20030731,CHILE,0.0586904068,0.0573980524
20030829,CHILE,0.0641395799,0.0614355296
20030930,CHILE,0.0571061014,0.0565697924
20031031,CHILE,0.0616461304,0.0596084633
20031128,CHILE,-0.031239863,-0.031738206
20031230,CHILE,0.0199838497,0.0128315383
20040130,CHILE,-0.030345712,-0.032087039
20040227,CHILE,0.0995442567,0.0978571567
20040331,CHILE,-0.027955746,-0.032646544
20040430,CHILE,-0.01176882,-0.019532567
20040531,CHILE,-0.002933048,-0.012169778
20040630,CHILE,0.0382116684,0.0381466432
20040730,CHILE,0.0412083071,0.0407754029
20040831,CHILE,0.0391528534,0.0374379086
20040930,CHILE,0.0120439347,0.0117041259
20041029,CHILE,0.0263089454,0.0218638692
20041130,CHILE,0.0197422964,0.0181819035
20041230,CHILE,-8.032575E-7,-0.002584594
20050131,CHILE,-0.005522133,-0.006858578
20050228,CHILE,0.043009001,0.0424073788
20050331,CHILE,0.0172980333,0.0135545257
20050429,CHILE,-0.017804098,-0.026130882
20050531,CHILE,0.0246382167,0.0136968684
20050630,CHILE,0.0270980185,0.0231686056
20050729,CHILE,0.0639502814,0.0632851557
20050831,CHILE,-0.020739129,-0.021380414
20050930,CHILE,0.0385352959,0.0377369
20051031,CHILE,-0.034294123,-0.035268828
20051130,CHILE,-0.023724935,-0.024561865
20051230,CHILE,-0.012277434,-0.013559183
20060131,CHILE,0.0539555596,0.0527145601
20060228,CHILE,0.0237712952,0.0229027238
20060331,CHILE,0.007742911,0.0030986478
20060428,CHILE,0.0095232083,0.0037028278
20060531,CHILE,-0.028477571,-0.035662348
20060630,CHILE,0.003753166,0.0025306427
20060731,CHILE,0.0129706797,0.0125115522
20060831,CHILE,0.0364354864,0.0356957754
20060929,CHILE,0.0458490121,0.0454036839
20061031,CHILE,0.0360386887,0.0345587973
20061130,CHILE,0.0567296037,0.0558353024
20061229,CHILE,0.0707230158,0.0675550128
20070131,CHILE,0.0470408225,0.0452099482
20070228,CHILE,-0.007190662,-0.007592791
20070330,CHILE,0.0420131646,0.0399051828
20070430,CHILE,0.0756281382,0.0702631051
20070531,CHILE,0.0127223639,0.0031071709
20070629,CHILE,0.0606895692,0.0596659538
20070731,CHILE,-0.024223997,-0.025313714
20070831,CHILE,-0.008068698,-0.008946585
20070928,CHILE,-0.019086757,-0.019310883
20071031,CHILE,0.0603800532,0.0588315236
20071130,CHILE,-0.058328893,-0.059553265
20071228,CHILE,-0.031732864,-0.033297089
20080131,CHILE,-0.071427098,-0.074009425
20080229,CHILE,0.0111304609,0.0096784992
20080331,CHILE,0.014053681,0.0103728838
20080430,CHILE,0.0274457565,0.0188662143
20080530,CHILE,0.0117810449,0.0028156297
20080630,CHILE,-0.056155232,-0.057119717
20080731,CHILE,0.0130949449,0.0124359818
20080829,CHILE,-0.038178786,-0.03901409
20080930,CHILE,-0.033262956,-0.033968373
20081030,CHILE,-0.089778801,-0.091410225
20081128,CHILE,-0.033231341,-0.033696021
20081230,CHILE,-0.009933298,-0.014203559
20090130,CHILE,0.0726473125,0.0691861882
20090227,CHILE,-0.031467632,-0.032309522
20090331,CHILE,0.0071592195,0.0029767355
20090430,CHILE,0.0634008346,0.0570762307
20090529,CHILE,0.1533296058,0.1397066244
20090630,CHILE,-0.004385218,-0.005698717
20090731,CHILE,0.041765594,0.0410732917
20090831,CHILE,-0.009262766,-0.009980377
20090930,CHILE,0.0481527604,0.0472938618
20091030,CHILE,-0.013965361,-0.015360399
20091130,CHILE,-0.01109275,-0.01234888
20091230,CHILE,0.0816030302,0.0780879102
20100129,CHILE,0.0505826106,0.0481097589
20100226,CHILE,0.01256607,0.0117898613
20100331,CHILE,-0.008744157,-0.013147606
20100430,CHILE,0.0294177835,0.0200618208
20100531,CHILE,0.0079781783,-0.001504928
20100630,CHILE,0.0418406819,0.038871939
20100730,CHILE,0.0713555709,0.0707384944
20100831,CHILE,0.0318577026,0.0312282438
20100930,CHILE,0.0511423598,0.0505970427
20101029,CHILE,0.0163527667,0.0153261796
20101130,CHILE,0.0096060257,0.0089333839
20101230,CHILE,0.0008014278,-0.001040141
20110131,CHILE,-0.033012637,-0.034532084
20110228,CHILE,-0.046730133,-0.047594937
20110331,CHILE,0.0323036395,0.0291717375
20110429,CHILE,0.0399414758,0.0351799692
20110531,CHILE,0.0082758913,-0.005510832
20110630,CHILE,-0.014109069,-0.014362877
20110729,CHILE,-0.063424858,-0.063740302
20110831,CHILE,-0.029116684,-0.029576764
20110930,CHILE,-0.072332678,-0.073171271
20111028,CHILE,0.0893334722,0.0880405726
20111130,CHILE,-0.032266285,-0.033658009
20111230,CHILE,0.0019395192,-0.001412732
20120131,CHILE,0.0137893873,0.0116796228
20120229,CHILE,0.0612473825,0.0602160663
20120330,CHILE,0.0239358991,0.0196579841
20120430,CHILE,-0.007908779,-0.013779396
20120531,CHILE,-0.054444976,-0.064624009
20120629,CHILE,0.0152740351,0.0149025102
20120731,CHILE,-0.026171761,-0.028300553
20120831,CHILE,-0.016780132,-0.018729795
20120928,CHILE,0.0181812375,0.0177711976
20121031,CHILE,0.0179932955,0.0155537174
20121130,CHILE,-0.017702329,-0.019482497
20121228,CHILE,0.035241922,0.0335897863
20130131,CHILE,0.0607460764,0.0591307794
20130228,CHILE,0.0068199875,0.0066897628
20130328,CHILE,-0.016617197,-0.02023382
20130430,CHILE,-0.025759351,-0.029419176
20130531,CHILE,-0.004363828,-0.015920433
20130628,CHILE,-0.020345645,-0.020560435
20130731,CHILE,-0.0483906,-0.048804367
20130830,CHILE,-0.020133628,-0.021593082
20130930,CHILE,0.0295047429,0.0289652779
20131030,CHILE,0.0208278487,0.0201604099
20131129,CHILE,-0.021388166,-0.022257987
20131230,CHILE,-0.019180858,-0.021232232
20140131,CHILE,-0.059626894,-0.06149582
20140228,CHILE,0.0589520503,0.0587925053
20140331,CHILE,0.0195907677,0.0147980907
20140430,CHILE,0.0292786919,0.0242282633
20140530,CHILE,0.0111829307,-0.000109033
20140630,CHILE,-0.007969139,-0.00833611
20140731,CHILE,-0.002891851,-0.003312711
20140829,CHILE,0.0211849812,0.0205587995
20140930,CHILE,-0.003831153,-0.004450846
20141030,CHILE,-0.01814566,-0.018732742
20141128,CHILE,0.0284672993,0.0281211643
20141230,CHILE,-0.03482207,-0.038114198
20150130,CHILE,-0.000940368,-0.008194841
20150227,CHILE,0.0313609577,0.031240719
20150331,CHILE,0.0032588887,-0.001278547
20150430,CHILE,0.0156227857,0.0111086006
20150529,CHILE,0.0079812755,-0.004550889
20150630,CHILE,-0.031221856,-0.033280055
20150731,CHILE,0.0010033173,0.0005947688
20150831,CHILE,-0.010998317,-0.011573807
20150930,CHILE,-0.026674198,-0.027012713
20151030,CHILE,0.0282410606,0.02669601
20151130,CHILE,-0.035376338,-0.037125674
20151230,CHILE,0.0076540657,0.006946227
20160129,CHILE,0.0245177816,0.0209060166
20160229,CHILE,-0.004599996,-0.004650128
20160331,CHILE,0.0459433065,0.041225037
20160429,CHILE,0.0240414764,0.0195688771
20160531,CHILE,-0.010727597,-0.025090867
20160630,CHILE,0.0199253816,0.0151278512
20160729,CHILE,0.0183328064,0.0180144602
20160831,CHILE,0.0079843746,0.0075933412
20160930,CHILE,-0.020859798,-0.020958608
20161028,CHILE,0.0408764574,0.0401659035
20161129,CHILE,-0.009383577,-0.010297482
20161230,CHILE,-0.01313293,-0.014335329
20170131,CHILE,0.0053858514,0.0029801094
20170228,CHILE,0.0272601356,0.0272147428
20170331,CHILE,0.0827682618,0.0791769243
20170428,CHILE,0.0074368522,0.0029439369
20170530,CHILE,0.0288390013,0.0150282563
20170630,CHILE,-0.012858136,-0.01298159
20170728,CHILE,0.0573635316,0.0569282744
20170831,CHILE,0.011100974,0.0109866069
20170929,CHILE,0.0166631736,0.0162846571
20171030,CHILE,0.0374777846,0.0369825238
20171130,CHILE,-0.080988164,-0.082232327
20171229,CHILE,0.1058234797,0.1046151922
20180131,CHILE,0.0491824077,0.04749528
20180228,CHILE,-0.043786508,-0.043802083
20180329,CHILE,-0.00487473,-0.006232524
20180430,CHILE,0.0207295801,0.0162818254
20180530,CHILE,-0.01652335,-0.029186466
20180629,CHILE,-0.021059665,-0.021204911
20180731,CHILE,0.017223821,0.0171781122
20180831,CHILE,-0.02395816,-0.025119846
20180928,CHILE,0.0112012927,0.0108182052
20181031,CHILE,-0.02905847,-0.029728554
20181130,CHILE,-0.004537322,-0.005432134
20181228,CHILE,0.0084146229,0.0067895099
20190131,CHILE,0.045480699,0.0427392985
20190228,CHILE,-0.002162375,-0.002183517
20190329,CHILE,-0.00542978,-0.009232101
19940729,CHINA,-0.305075669,-0.305075669
19940831,CHINA,0.8626401621,0.8626401621
19940930,CHINA,0.1218301531,0.1218301531
19941031,CHINA,-0.288162675,-0.288162675
19941130,CHINA,0.064095699,0.064095699
19941230,CHINA,-0.064920688,-0.064920688
19950127,CHINA,-0.131901914,-0.131901914
19950228,CHINA,-0.028074348,-0.028074348
19950331,CHINA,0.1856545071,0.1856545071
19950428,CHINA,-0.115198531,-0.115198531
19950530,CHINA,0.2011646858,0.1995769469
19950630,CHINA,-0.112824482,-0.112824482
19950731,CHINA,0.0410843836,0.0410843836
19950831,CHINA,0.0046658486,0.0046658486
19950929,CHINA,-0.042283424,-0.042283424
19951031,CHINA,-0.036965359,-0.036965359
19951130,CHINA,-0.039448223,-0.039448223
19951229,CHINA,-0.11900669,-0.11900669
19960131,CHINA,-0.066877471,-0.066877471
19960216,CHINA,0.0428701129,0.0428701129
19960329,CHINA,-0.011791051,-0.011791051
19960430,CHINA,0.2851088425,0.2851088425
19960531,CHINA,0.0436349471,0.0436349471
19960628,CHINA,0.2740681942,0.2729191206
19960731,CHINA,0.085010751,0.0819530808
19960830,CHINA,0.0089758502,0.0089758502
19960927,CHINA,0.0709308006,0.0709308006
19961031,CHINA,0.1277444314,0.1277444314
19961129,CHINA,0.0347317179,0.0347317179
19961231,CHINA,-0.124138806,-0.124138806
19970131,CHINA,0.0369419408,0.0369419408
19970228,CHINA,0.0340392587,0.0340392587
19970331,CHINA,0.2110226787,0.2110226787
19970430,CHINA,0.2015314365,0.2015314365
19970530,CHINA,-0.041712985,-0.041712985
19970627,CHINA,0.030119649,0.0292361555
19970731,CHINA,-0.135975651,-0.135975651
19970829,CHINA,-0.07305356,-0.07305356
19970930,CHINA,-0.086831607,-0.086831607
19971031,CHINA,0.1816949981,0.1816949981
19971128,CHINA,-0.056498325,-0.056498325
19971231,CHINA,0.0095249924,0.0095249924
19980123,CHINA,0.0258622015,0.0258622015
19980227,CHINA,-0.044657143,-0.044657143
19980331,CHINA,0.0047560412,0.0047560412
19980430,CHINA,0.058877488,0.058877488
19980529,CHINA,0.0085949789,0.0085949789
19980630,CHINA,-0.097662187,-0.097662187
19980731,CHINA,-0.006068525,-0.006316675
19980831,CHINA,-0.136724021,-0.136724021
19980930,CHINA,0.0275401783,0.0275401783
19981030,CHINA,-0.010039891,-0.010039891
19981130,CHINA,0.0440431036,0.0440431036
19981231,CHINA,-0.107445552,-0.107445552
19990129,CHINA,-0.007724861,-0.007724861
19990209,CHINA,-0.039195465,-0.039195465
19990331,CHINA,0.0331046373,0.0331046373
19990531,CHINA,0.2808962214,0.2808962214
19990630,CHINA,0.2606684512,0.2606684512
19990730,CHINA,-0.059234178,-0.059349389
19990831,CHINA,-0.003812855,-0.003812855
19990930,CHINA,-0.03177752,-0.03177752
19991029,CHINA,-0.057655066,-0.057655066
19991130,CHINA,-0.048176888,-0.048176888
19991230,CHINA,-0.045428713,-0.045428713
20000128,CHINA,0.1146511517,0.1146511517
20000229,CHINA,0.0739910132,0.0739910132
20000331,CHINA,0.0175198548,0.0175198548
20000428,CHINA,0.0268796342,0.0268796342
20000531,CHINA,-0.008076651,-0.008076651
20000630,CHINA,0.0004590918,0.0001614516
20000731,CHINA,0.0437530062,0.0414916338
20000831,CHINA,-0.022250519,-0.022510154
20000929,CHINA,-0.083248376,-0.083329629
20001031,CHINA,0.0127783246,0.0126070569
20001130,CHINA,0.0617741151,0.0617741151
20001229,CHINA,-0.010630288,-0.010630288
20010119,CHINA,-0.002744123,-0.002744123
20010228,CHINA,-0.037984043,-0.037984043
20010330,CHINA,0.0584371522,0.0584371522
20010430,CHINA,-0.01584531,-0.01584531
20010531,CHINA,0.0146360464,0.0137926938
20010629,CHINA,-0.011193806,-0.015406275
20010731,CHINA,-0.130530626,-0.131127878
20010831,CHINA,-0.038454147,-0.038746601
20010928,CHINA,-0.046216775,-0.046409905
20011031,CHINA,-0.042881157,-0.042981945
20011130,CHINA,0.0361578252,0.0361578252
20011231,CHINA,-0.065160965,-0.065177494
20020131,CHINA,-0.094172324,-0.094172324
20020228,CHINA,0.0182650793,0.0182650793
20020329,CHINA,0.057398756,0.057398756
20020430,CHINA,0.0378773795,0.0374745778
20020531,CHINA,-0.085712222,-0.086358025
20020628,CHINA,0.1339174055,0.1305398499
20020731,CHINA,-0.047664162,-0.05111465
20020830,CHINA,0.0075497257,0.0071651463
20020927,CHINA,-0.05240441,-0.052939218
20021031,CHINA,-0.038824686,-0.038849844
20021129,CHINA,-0.047900456,-0.047910217
20021231,CHINA,-0.051318475,-0.051318475
20030129,CHINA,0.0948627329,0.0948627329
20030228,CHINA,0.0151042308,0.0151042308
20030331,CHINA,0.0017492493,0.0016903801
20030430,CHINA,0.0087682799,0.0080063486
20030530,CHINA,0.0344125982,0.0334462714
20030630,CHINA,-0.056654358,-0.062225583
20030731,CHINA,-0.002056363,-0.003844274
20030829,CHINA,-0.038456695,-0.038829547
20030930,CHINA,-0.043183082,-0.044236565
20031031,CHINA,-0.007400698,-0.007465821
20031128,CHINA,0.0316040966,0.0316022022
20031231,CHINA,0.0720308359,0.0719706418
20040130,CHINA,0.0478305847,0.0478118513
20040227,CHINA,0.0572446417,0.0572092032
20040331,CHINA,0.0373416629,0.0371549017
20040430,CHINA,-0.100054946,-0.101137401
20040531,CHINA,-0.023031261,-0.025675635
20040630,CHINA,-0.096427219,-0.102775473
20040730,CHINA,-0.00070044,-0.003170254
20040831,CHINA,-0.034215287,-0.034797289
20040930,CHINA,0.0489703685,0.0480183942
20041029,CHINA,-0.048159386,-0.048546749
20041130,CHINA,0.009846986,0.0097514349
20041231,CHINA,-0.056215875,-0.056257976
20050131,CHINA,-0.056763105,-0.056763105
20050228,CHINA,0.085785118,0.085785118
20050331,CHINA,-0.087251357,-0.087274299
20050429,CHINA,-0.016179786,-0.017814156
20050531,CHINA,-0.085089635,-0.089827868
20050630,CHINA,0.0201801418,0.0087520163
20050729,CHINA,0.0130093953,0.0084588937
20050831,CHINA,0.0735468302,0.0723057095
20050930,CHINA,-0.00600101,-0.007317777
20051031,CHINA,-0.051515692,-0.051619438
20051130,CHINA,0.0037181248,0.0035017088
20051230,CHINA,0.062265038,0.062265038
20060125,CHINA,0.0835536889,0.0835536889
20060228,CHINA,0.0099237358,0.0099237358
20060331,CHINA,0.0101145057,0.0100994546
20060428,CHINA,0.10389067,0.1022906209
20060531,CHINA,0.1338594485,0.1293189889
20060630,CHINA,0.0281106535,0.0189501103
20060731,CHINA,-0.070168947,-0.073066774
20060831,CHINA,0.0387221895,0.0381238223
20060929,CHINA,0.0494406122,0.0477450637
20061031,CHINA,0.0577706647,0.0577670906
20061130,CHINA,0.1624966383,0.1624966383
20061229,CHINA,0.1508674115,0.1508139358
20070131,CHINA,0.1713901318,0.1713901318
20070228,CHINA,0.0626284218,0.0626255228
20070330,CHINA,0.0957941213,0.0957494315
20070430,CHINA,0.2576631309,0.2569050372
20070531,CHINA,0.1273606614,0.1253046332
20070629,CHINA,-0.07601161,-0.07971129
20070731,CHINA,0.1736896857,0.171547904
20070831,CHINA,0.1613896621,0.1611683303
20070928,CHINA,0.0649637305,0.0647159538
20071031,CHINA,0.0639102135,0.0639071105
20071130,CHINA,-0.154001304,-0.154001304
20071228,CHINA,0.1150039878,0.1150039878
20080131,CHINA,-0.155749097,-0.155749097
20080229,CHINA,0.0209630192,0.0209528837
20080331,CHINA,-0.186705287,-0.186787826
20080430,CHINA,0.0458597574,0.0449962759
20080530,CHINA,-0.079206109,-0.080964542
20080630,CHINA,-0.209172196,-0.21651344
20080731,CHINA,0.0175903886,0.0160305973
20080829,CHINA,-0.144682435,-0.144848935
20080926,CHINA,-0.042475219,-0.044637355
20081031,CHINA,-0.248811484,-0.248910724
20081128,CHINA,0.0902719542,0.0901565308
20081231,CHINA,-0.024372072,-0.024449341
20090123,CHINA,0.0958521257,0.0958521257
20090227,CHINA,0.0476506385,0.0476487514
20090331,CHINA,0.1422151577,0.1422024643
20090430,CHINA,0.0438508596,0.0433410061
20090527,CHINA,0.0657442204,0.0645380614
20090630,CHINA,0.1366919196,0.1260714105
20090731,CHINA,0.1584269383,0.1566305959
20090831,CHINA,-0.216475941,-0.216688881
20090930,CHINA,0.0478191165,0.0462382713
20091030,CHINA,0.0820211381,0.0820067952
20091130,CHINA,0.0713580627,0.0713530072
20091231,CHINA,0.0251384313,0.0251325679
20100129,CHINA,-0.090026354,-0.090026354
20100226,CHINA,0.0213193225,0.0213193225
20100331,CHINA,0.0170580519,0.0169772294
20100430,CHINA,-0.076741291,-0.077278703
20100531,CHINA,-0.088369347,-0.09201063
20100630,CHINA,-0.071895958,-0.078074592
20100730,CHINA,0.1110714458,0.1074424341
20100831,CHINA,0.017475027,0.0172603366
20100930,CHINA,0.0091821826,0.007321773
20101029,CHINA,0.1265034965,0.1264470011
20101130,CHINA,-0.044394219,-0.044395502
20101231,CHINA,-0.005263955,-0.005296962
20110131,CHINA,-0.019664383,-0.019664383
20110228,CHINA,0.0490019156,0.0489660418
20110331,CHINA,-0.002953478,-0.00306368
20110429,CHINA,-0.014264281,-0.01483345
20110531,CHINA,-0.060452652,-0.061846075
20110630,CHINA,0.025642353,0.014456733
20110729,CHINA,-0.012586955,-0.01416548
20110831,CHINA,-0.04643948,-0.046693759
20110930,CHINA,-0.088448343,-0.09004373
20111031,CHINA,0.0426187313,0.04251663
20111130,CHINA,-0.052735059,-0.052871028
20111230,CHINA,-0.065921982,-0.065942984
20120131,CHINA,0.0323215282,0.0323215282
20120229,CHINA,0.0680180421,0.0680087567
20120330,CHINA,-0.067716399,-0.067808897
20120427,CHINA,0.0562047841,0.0557122429
20120531,CHINA,-0.000391593,-0.003263531
20120629,CHINA,-0.047233165,-0.059378752
20120731,CHINA,-0.05358246,-0.057154068
20120831,CHINA,-0.029411843,-0.030226394
20120928,CHINA,0.0224095609,0.0203224837
20121031,CHINA,-0.010055461,-0.0101486
20121130,CHINA,-0.056769852,-0.056835772
20121231,CHINA,0.1506566417,0.1506028822
20130131,CHINA,0.0506242378,0.0506242378
20130228,CHINA,-0.000220571,-0.000220571
20130329,CHINA,-0.05301019,-0.053153066
20130426,CHINA,-0.02175182,-0.022102768
20130531,CHINA,0.0741582079,0.0719600358
20130628,CHINA,-0.126611292,-0.139049379
20130731,CHINA,0.0255054277,0.0189640669
20130830,CHINA,0.0502008195,0.0492816503
20130930,CHINA,0.0441596809,0.0421972079
20131031,CHINA,-0.021424316,-0.021498598
20131129,CHINA,0.0395404736,0.0395155807
20131231,CHINA,-0.042106239,-0.042130101
20140130,CHINA,-0.026182325,-0.026187952
20140228,CHINA,0.0062397813,0.006214256
20140331,CHINA,-0.021493456,-0.021579471
20140430,CHINA,-0.005170809,-0.00572561
20140530,CHINA,0.0103614224,0.0081421744
20140630,CHINA,0.0216458116,0.0089655266
20140731,CHINA,0.0768112796,0.0666162284
20140829,CHINA,0.0140494734,0.0133190207
20140930,CHINA,0.0670260258,0.0653203469
20141031,CHINA,0.0194486134,0.0194041689
20141128,CHINA,0.0892238287,0.0891635485
20141231,CHINA,0.1660549042,0.1660184581
20150130,CHINA,0.008649897,0.0085834121
20150227,CHINA,0.0434804842,0.0434804842
20150331,CHINA,0.1442207902,0.1442056859
20150430,CHINA,0.1719734665,0.1713262544
20150529,CHINA,0.0604891037,0.0591290024
20150630,CHINA,-0.071020053,-0.074054791
20150731,CHINA,-0.133077248,-0.139635961
20150831,CHINA,-0.130402743,-0.130723526
20150930,CHINA,-0.046778746,-0.047432635
20151030,CHINA,0.1128421396,0.1126599558
20151130,CHINA,0.0195411019,0.0194338962
20151231,CHINA,0.0268882631,0.0267768643
20160129,CHINA,-0.23105876,-0.231069028
20160229,CHINA,-0.020072919,-0.020165795
20160331,CHINA,0.1237664657,0.1237314127
20160429,CHINA,-0.025103443,-0.025514278
20160531,CHINA,-0.001121496,-0.002729777
20160630,CHINA,0.012613098,0.0058638003
20160729,CHINA,0.0194979344,0.0112098657
20160831,CHINA,0.0343536322,0.0333649768
20160930,CHINA,-0.025874352,-0.026536255
20161031,CHINA,0.0264351747,0.0263952272
20161130,CHINA,0.0442465444,0.0441498259
20161230,CHINA,-0.051472307,-0.051497227
20170126,CHINA,0.0172754691,0.0172754691
20170228,CHINA,0.022611047,0.0226103349
20170331,CHINA,-0.002954314,-0.003102698
20170428,CHINA,-0.012547811,-0.01297007
20170531,CHINA,-0.002376957,-0.004035763
20170630,CHINA,0.0378646381,0.0323945588
20170731,CHINA,0.025835843,0.0176733819
20170831,CHINA,0.0252318972,0.024216309
20170929,CHINA,0.0052108145,0.0044414116
20171031,CHINA,0.0210970855,0.0210492212
20171130,CHINA,-0.022720549,-0.022741473
20171229,CHINA,0.0029130535,0.0028756077
20180131,CHINA,0.0446113976,0.0445178876
20180228,CHINA,-0.052343934,-0.052351447
20180330,CHINA,-0.019351469,-0.019398409
20180427,CHINA,-0.032037429,-0.032331918
20180531,CHINA,0.004696772,0.0020033409
20180629,CHINA,-0.072101186,-0.078313516
20180731,CHINA,0.0002387849,-0.004608771
20180831,CHINA,-0.060162672,-0.061399444
20180928,CHINA,0.0240814444,0.0231219485
20181031,CHINA,-0.086924888,-0.087121784
20181130,CHINA,0.0024316923,0.0023994072
20181228,CHINA,-0.042696944,-0.042836508
20190131,CHINA,0.0376289489,0.0376148389
20190228,CHINA,0.1523664567,0.1522638281
20190329,CHINA,0.0630649074,0.0630153443
20050729,COLOMBIA,0.108695974,0.1068796912
20050831,COLOMBIA,0.0581278981,0.0553947386
20050930,COLOMBIA,0.0223717858,0.0197636686
20051031,COLOMBIA,0.0275226031,0.0262691229
20051129,COLOMBIA,0.1578261694,0.1562899419
20051229,COLOMBIA,0.0880102389,0.0850294485
20060131,COLOMBIA,0.1052026561,0.1039556703
20060228,COLOMBIA,0.0093348192,0.008580913
20060331,COLOMBIA,0.0145058728,0.012450082
20060428,COLOMBIA,-0.006474431,-0.008519417
20060531,COLOMBIA,-0.142627236,-0.143451015
20060630,COLOMBIA,-0.047438188,-0.050439209
20060731,COLOMBIA,0.1044110775,0.1028509318
20060831,COLOMBIA,0.0410591149,0.039722236
20060929,COLOMBIA,-0.014187614,-0.017295916
20061031,COLOMBIA,0.0661732318,0.0647128037
20061130,COLOMBIA,-0.022369884,-0.023233833
20061228,COLOMBIA,0.084832265,0.0813550905
20070131,COLOMBIA,-0.027668764,-0.02867879
20070228,COLOMBIA,-0.05128479,-0.052111841
20070330,COLOMBIA,0.0209169886,0.0183378672
20070430,COLOMBIA,0.0126246789,0.0102209616
20070531,COLOMBIA,-0.035881034,-0.036813825
20070629,COLOMBIA,0.0566472297,0.0531653736
20070731,COLOMBIA,0.0513733611,0.0500706898
20070831,COLOMBIA,-0.026704997,-0.02796604
20070928,COLOMBIA,-0.029063724,-0.032034247
20071031,COLOMBIA,0.0099363708,0.0081643321
20071130,COLOMBIA,0.0522179351,0.0511958887
20071228,COLOMBIA,-0.031836963,-0.035090578
20080131,COLOMBIA,-0.113567444,-0.115212536
20080229,COLOMBIA,-0.027028631,-0.028252945
20080331,COLOMBIA,-0.023944955,-0.02642251
20080430,COLOMBIA,0.0723854585,0.0685936457
20080530,COLOMBIA,0.0185958699,0.0174157934
20080627,COLOMBIA,-0.08119664,-0.086538302
20080731,COLOMBIA,-0.003776108,-0.010787354
20080829,COLOMBIA,0.0366318505,0.0361779218
20080930,COLOMBIA,-0.016587311,-0.018374023
20081031,COLOMBIA,-0.194863532,-0.201931256
20081128,COLOMBIA,0.025343283,0.0168842454
